5.1788 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
5.1796 	INFO 	Loaded monitor calibration from ['2025_08_11 18:54']
6.0086 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001CFBB9B09A0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001CFBB9B0940>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001CFBBA61EA0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.0087 	EXP 	window1: backgroundImage = ''
6.0087 	EXP 	window1: backgroundFit = 'none'
6.0276 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0285 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0293 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0304 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0316 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0322 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0330 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0341 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0345 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0350 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0358 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0366 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0375 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0384 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0391 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0399 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0408 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0419 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0426 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0436 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0442 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0446 	DEBUG 	Uploading Texture Font fontname to graphics card
6.0604 	DEBUG 	Upload of Texture Font fontname complete
6.0764 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0776 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0786 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0789 	DEBUG 	Uploading Texture Font fontname to graphics card
6.0945 	DEBUG 	Upload of Texture Font fontname complete
6.0964 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.0965 	EXP 	window1: recordFrameIntervals = False
6.2599 	EXP 	window1: recordFrameIntervals = True
6.4426 	EXP 	Screen (0) actual frame rate measured at 60.37Hz
6.4426 	EXP 	window1: recordFrameIntervals = False
6.4579 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4586 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4595 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4607 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4618 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4629 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4635 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4644 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4655 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4665 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4668 	DEBUG 	Uploading Texture Font fontname to graphics card
