9.8793 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
9.8814 	INFO 	Loaded monitor calibration from ['2025_08_10 19:26']
10.7468 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E375DD4640>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E375DD45E0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001E375E874C0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.7469 	EXP 	window1: backgroundImage = ''
10.7469 	EXP 	window1: backgroundFit = 'none'
10.7752 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7763 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7771 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7784 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7800 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7808 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7816 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7828 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7838 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7845 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7852 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7858 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7864 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7873 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7878 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7884 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7890 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7895 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7899 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7906 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7911 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7914 	DEBUG 	Uploading Texture Font fontname to graphics card
10.8037 	DEBUG 	Upload of Texture Font fontname complete
10.8370 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8380 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8388 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8391 	DEBUG 	Uploading Texture Font fontname to graphics card
10.8465 	DEBUG 	Upload of Texture Font fontname complete
10.8508 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
10.8509 	EXP 	window1: recordFrameIntervals = False
11.2895 	EXP 	window1: recordFrameIntervals = True
11.3917 	WARNING 	t of last frame was 20.24ms (=1/49)
11.4221 	WARNING 	t of last frame was 30.39ms (=1/32)
11.4432 	WARNING 	t of last frame was 21.12ms (=1/47)
11.4717 	WARNING 	t of last frame was 28.49ms (=1/35)
11.5875 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
13.3057 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

13.3112 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3117 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3125 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3136 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3148 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3168 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
